,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gemini-1.5-flash,human_response,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,MV,MV_acc,gemini-1.5-pro,gpt4_acc,gemini_1.5flash_acc,gemini_1.5pro_acc,gemini_1.5flash_acc_clean,gemini_1.5pro_acc_clean,gemma_7b_it_acc_clean,gemma_7b_it_acc
11,CD000009,Tian 1996,STD-Tian-1996 13 0.711 60 60,3.09903184339179,0.764927893646039,120,Psychiatry & Mental Health,efficacy,DICH,1,4,no,1996.0,Short-term smoking cessation,Acupressure vs waiting list/no intervention,4.05140388935252,"positive 
",positive,positive,positive,1.0,positive,1.0,positive,1.0,negative,0.0,"**positive** 
",1.0,1.0,1.0,positive,positive,positive,1.0
12,CD000009,Yeh 2009,STD-Yeh-2009 0.967 0.657 30 29,-0.0392207131532814,0.760566590418971,59,Psychiatry & Mental Health,efficacy,DICH,1,6,no,2009.0,Short-term smoking cessation,Continuous auricular stimulation vs sham stimulation,-0.0515677570476452,"positive 
",positive,positive,positive,1.0,positive,1.0,positive,1.0,negative,0.0,"**positive** 
",1.0,1.0,1.0,positive,positive,positive,1.0
13,CD000010,Kamolratanakul 1999,STD-Kamolratanakul-1999 1.135 0.044 414 422,0.446479824178497,0.154930393353026,836,Infectious Diseases,efficacy,DICH,1,5,no,1999.0,Cure,Active TB: Direct observation of treatment vs self-supervision,2.88180914354966,"positive 
",positive,positive,positive.,1.0,positive,1.0,positive,1.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
14,CD000010,Krishnaswami 1981,STD-Krishnaswami-1981 1.325 0.131 75 75,0.745718067569283,0.343356809389702,150,Infectious Diseases,efficacy,DICH,1,2,no,1981.0,Completion of treatment,Active TB: Intensive vs routine defaulter action,2.17184586755322,"positive 
",positive,positive,positive,1.0,positive,1.0,this would be considered a,0.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
15,CD000010,Liefooghe 1999,STD-Liefooghe-1999 1.131 0.07 504 515,0.221918811418314,0.126275790603506,1019,Infectious Diseases,efficacy,DICH,1,3,no,1999.0,Completed treatment,Active TB:Counselling/health education vs. routine care,1.75741375569857,"positive 
",positive,positive,positive.,1.0,positive,1.0,this would be considered a,0.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
16,CD000010,Malotte 1998,STD-Malotte-1998 2.6 0.145 204 100,2.50567520186153,0.292276320923085,304,Infectious Diseases,efficacy,DICH,1,11,no,1998.0,Keeping first appointment,TB evaluation: Incentive ($5) vs routine care,8.57296682108202,"neutral 
",positive,positive,neutral.,0.0,positive,1.0,"neutral

",0.0,negative,0.0,"**positive** 
",1.0,0.0,1.0,neutral,positive,positive,1.0
17,CD000010,Morisky 1990,STD-Morisky-1990 1.072 0.052 43 45,1.41039191269895,1.13938569751948,88,Infectious Diseases,efficacy,DICH,1,4,no,1990.0,Completion of treatment,Active TB: Incentive plus health education vs routine care,1.23785292001599,"positive 
",positive,positive,positive,1.0,positive,1.0,"positive

completion",1.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
18,CD000010,Paramasivan 1993,STD-Paramasivan-1993 1.205 0.071 100 100,0.997807589546144,0.381356312221252,200,Infectious Diseases,efficacy,DICH,1,1,no,1993.0,Completion of treatment,Active TB: Defaulter action vs no defaulter action,2.61647062751972,"positive 
",positive,positive,positive,1.0,positive,1.0,the completion of treatment for,0.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
19,CD000010,Sanmarti 1993,STD-Sanmarti-1993 1.312 0.078 80 77,1.79175946922805,0.526279105579632,157,Infectious Diseases,efficacy,DICH,1,9,no,1993.0,Completion of treatment,Prophylaxis: Health education vs no health education,3.40458028873226,"neutral 
",positive,positive,"the outcome ""completion of",0.0,positive,1.0,"positive

in",1.0,negative,0.0,"**positive** 
",1.0,0.0,1.0,neutral,positive,positive,1.0
20,CD000010,Tanke 1997,STD-Tanke-1997 1.051 0.025 376 325,0.537339000164863,0.264012265967145,701,Infectious Diseases,efficacy,DICH,1,19,no,1997.0,Keeping first appointment,TB Evaluation: Reminders vs no reminders,2.03528043743139,"positive 
",positive,positive,neutral.,0.0,positive,1.0,positive. keeping,1.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
21,CD000010,Tulsky 2000,STD-Tulsky-2000 1.679 0.321 43 38,0.796004565999653,0.479596216966232,81,Infectious Diseases,efficacy,DICH,1,7,no,2000.0,Completion of preventive therapy,Prophylaxis: Incentive ($5) vs routine care,1.65973904263657,"positive 
",positive,positive,neutral.,0.0,positive,1.0,positive,1.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
22,CD000010,White 1998,STD-White-1998 1.106 0.45 31 30,0.133531392624523,0.595662374668967,61,Infectious Diseases,efficacy,DICH,1,8,no,1998.0,Keeping first appointment,Prophylaxis: Incentive ($5) plus health education vs health education alone,0.224172951495772,"positive 
",positive,positive,positive.,1.0,positive,1.0,positive,1.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
23,CD000010,Wurtele 1980,STD-Wurtele-1980 1.102 0.034 629 653,0.366062083519659,0.127404050228936,1282,Infectious Diseases,efficacy,DICH,1,17,no,1980.0,Keeping first appointment,TB Evaluation: Verbal contract vs no contract,2.87323741169822,"positive 
",positive,positive,neutral,0.0,positive,1.0,positive,1.0,negative,0.0,"positive 
",1.0,1.0,1.0,positive,positive,positive,1.0
24,CD000012,Begley 2009,STD-Begley-2009 1.237 0.149 1059 549,0.240453099890958,0.16737008325693,1608,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,2009.0,No analgesia/anesthesia,Alternative versus conventional birth settings - all trials,1.43665519674647,"negative 
",positive,neutral,negative,0.0,"i would respond with """,0.0,neutral. the,0.0,negative,0.0,"neutral 
",0.0,0.0,0.0,negative,neutral,neutral,0.0
25,CD000013,Amin 2003,STD-Amin-2003 0.294 0.484 80 80,-1.39812881876689,0.536684151636802,160,Pregnancy & Childbirth,efficacy,DICH,1,1,no,2003.0,"Caesarean section, overall","Transcervical amnioinfusion for intrapartum umbilical cord compression (potential, or diagnosed by EFM)*",-2.60512410232876,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative

this",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
26,CD000013,Vergani 1996,STD-Vergani-1996 0.127 0.717 37 33,-2.55681923137829,0.807856162288417,70,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1996.0,Suspicious/ominous fetal heart rate pattern,"Transabdominal amnioinfusion for cord compression (potential, or diagnosed by fetal heart rate monitor)",-3.16494365053251,"negative 
",negative,negative,negative.,1.0,negative.,1.0,negative,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
27,CD000014,Choudhary 2010,STD-Choudhary-2010 0.043 1.015 146 146,-3.30004360297731,1.0288366701739,292,Pregnancy & Childbirth,efficacy,DICH,1,1,no,2010.0,Meconium aspiration syndrome,Amnioinfusion for meconium-stained liquor in labour,-3.20754858243876,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as me",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
28,CD000015,Fraser 1993,STD-Fraser-1993 0.335 0.331 462 463,-1.21291884403288,0.387434539910941,925,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1991.0,Cessation of contractions,Amniotomy to shorten spontaneous labour,-3.13064200293473,"negative 
",negative,negative,negative.,1.0,negative.,1.0,negative. cess,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,positive,0.0
29,CD000015,Johnson 1997,STD-Johnson-1997 1.217 0.305 529 411,0.199036263063436,0.30953251608831,940,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1997.0,Use of oxytocin,Amniotomy to shorten spontaneous labour in multiparae,0.643022147006522,"neutral 
",negative,neutral,negative.,1.0,negative.,1.0,neutral. the,0.0,negative,1.0,"negative 
",0.0,0.0,1.0,neutral,negative,positive,0.0
30,CD000016,Brazil 1983-84,STD-Brazil-1983_x002d_84 0.935 0.496 36 30,-0.0682082500265335,0.500032319576001,66,Infectious Diseases,efficacy,DICH,1,1,no,1983.0,Parasitological conversion,Amodiaquine vs chloroquine in symptomatic participants,-0.136407682776126,"negative 
",positive,positive,"neutral.

parasit",0.0,"in this context, """,0.0,neutral. par,0.0,negative,0.0,"**negative** 
",1.0,0.0,0.0,negative,negative,positive,1.0
31,CD000016,Cameroon-Centre 1994,STD-Cameroon_x002d_Centre-1994 0.896 0.555 54 52,-0.111552485905748,0.558407105536944,106,Infectious Diseases,efficacy,DICH,1,2,no,1994.0,Parasitological conversion on day 7,Amodiaquine vs chloroquine in asymptomatic participants,-0.199769101789066,"negative 
",positive,positive,"neutral.

the outcome """,0.0,negative.,0.0,neutral. this,0.0,negative,0.0,"**negative** 
",1.0,0.0,0.0,negative,negative,positive,1.0
32,CD000016,Cameroon-Hévécam2001,STD-Cameroon_x002d_H_x00e9_v_x00e9_cam2001 0.129 1.164 61 62,-2.01204995155986,1.52276337715625,123,Infectious Diseases,efficacy,DICH,1,3,no,2001.0,Parasitological conversion,Amodiaquine vs sulphadoxine-pyrimethamine in symptomatic participants,-1.32131490797825,"negative 
",positive,positive,"neutral.

parasit",0.0,"in this context, """,0.0,neutral. par,0.0,negative,0.0,"**positive** 
",1.0,0.0,1.0,negative,positive,positive,1.0
33,CD000018,Amoroso 1998,STD-Amoroso-1998 0.332 0.663 389 388,-1.11691345305051,0.670577095080808,777,Emergency & Trauma,efficacy,DICH,1,1,no,1998.0,Ankle sprain by intervention type,Any intervention v no intervention/control,-1.66560036309609,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, because an",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
34,CD000018,Holme 1999,STD-Holme-1999 0.238 0.728 29 38,-1.70474809223843,0.815464999238573,67,Emergency & Trauma,efficacy,DICH,1,13,no,1999.0,Re-injury (recurrent ankle sprain),Rehabilitation: supervised programme (emphasis on balance training) v control,-2.09052270033687,"negative 
",negative,negative,negative.,1.0,negative.,1.0,negative. a re,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
35,CD000018,Simon 1969,STD-Simon-1969 1.027 0.688 73 75,0.0285733724440557,0.727033190896703,148,Emergency & Trauma,efficacy,DICH,1,9,no,1969.0,Ankle injury,Adhesive tape v cloth wrap,0.0393013314960409,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as an",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
36,CD000018,Wester 1996,STD-Wester-1996 0.462 0.4 24 24,-1.26566637333128,0.624543345216639,48,Emergency & Trauma,efficacy,DICH,1,14,no,1996.0,Recurrent ankle sprain,Rehabilitation: wobble board (ankle disk) exercises v control,-2.02654688905899,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as recur",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
37,CD000019,ACTOBAT 1995,STD-ACTOBAT-1995 1.229 0.179 699 698,0.224813869668154,0.194880886688445,1397,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1995.0,Death prior to hospital discharge,TRH + steroids versus steroids alone (intention-to-treat),1.15359629919769,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative, because death",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
38,CD000019,Ballard 1992b,STD-Ballard-1992b 0.761 0.481 91 89,-0.300104592450338,0.527610666943927,180,Pregnancy & Childbirth,efficacy,DICH,1,3,yes,1992.0,Death prior to hospital discharge,TRH + steroids versus steroids alone (timing of delivery subgroups),-0.568799327330947,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative, because death",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
39,CD000019,Campos 1993,STD-Campos-1993 0.747 0.56 66 69,-0.320211715749433,0.612682313877395,135,Pregnancy & Childbirth,efficacy,DICH,1,4,yes,1993.0,Death prior to hospital discharge,TRH + steroids versus steroids alone (optimally treated variously defined),-0.522639071663347,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative, because death",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
40,CD000020,Huchet 1987,STD-Huchet-1987 0.172 1.079 927 955,-1.76722490526431,1.08111068862228,1882,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Incidence of Rhesus D alloimmunisation during pregnancy,Anti-D administration in pregnancy,-1.63463826957106,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
41,CD000021,International 1966,STD-International-1966 0.045 0.212 3389 1476,-3.73425004005463,0.4213003511728,4865,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1969.0,Immunisation after 6 months,"Anti-D prophylaxis postpartum (overall, irrespective of ABO status)",-8.86362907047043,"negative 
",positive,positive,neutral.,0.0,negative,0.0,"negative, because imm",0.0,negative,0.0,"negative 
",1.0,0.0,0.0,negative,negative,neutral,0.0
42,CD000021,MRC 1974,STD-MRC-1974 3.355 0.634 898 902,1.39746766171802,0.791981506486565,1800,Pregnancy & Childbirth,efficacy,DICH,1,7,no,1974.0,Immunisation after 6 months,"Dosage comparison, up to 50 ug versus more than 50 ug anti-D",1.76452057310977,"negative 
",positive,neutral,"neutral. the outcome """,0.0,positive,1.0,positive,1.0,negative,0.0,"negative 
",0.0,0.0,0.0,negative,negative,positive,1.0
43,CD000022,Abele-Horn 1997,STD-Abele_x002d_Horn-1997 1.17 0.593 58 30,0.157185583522413,0.593452345731122,88,Lungs,efficacy,DICH,1,1,no,1997.0,Overall mortality,Topical plus systemic versus no prophylaxis,0.264866395175779,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
44,CD000022,Bergmans 2001,STD-Bergmans-2001 0.714 0.283 87 139,-0.337364695404233,0.283419028162946,226,Lungs,efficacy,DICH,1,2,no,2001.0,Overall mortality,Topical versus control,-1.19033890416938,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,neutral,0.0
45,CD000023,Brink 1951,STD-Brink-1951 0.659 0.087 277 198,-0.90917743967985,0.192294479578258,475,Lungs,efficacy,DICH,1,1,no,1951.0,Symptom of sore throat on day 3,Antibiotics versus placebo for the treatment of sore throats: symptom of sore throat,-4.72804753248178,"negative 
",negative,negative,"neutral.

the outcome """,0.0,negative.,1.0,neutral. the,0.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,neutral,0.0
46,CD000023,Catanzaro 1954,STD-Catanzaro-1954 0.733 0.34 650 220,-0.325422400434628,0.358057437019716,870,Lungs,efficacy,DICH,1,4,no,1954.0,Incidence of acute rheumatic fever within 2 months. Rheumatic fever defined by clinical diagnosis,Antibiotics versus placebo for the treatment of sore throat: incidence of complications,-0.908855303057728,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
47,CD000023,Nelson 1984,STD-Nelson-1984 1.271 0.263 17 18,0.65232518603969,0.712974987873581,35,Lungs,efficacy,DICH,1,2,no,1984.0,Symptom of fever on day 3,Antibiotics versus control for the treatment of sore throat: symptom of fever,0.914934180209075,"negative 
",negative,negative,negative.,1.0,negative.,1.0,neutral. the,0.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,positive,0.0
48,CD000024,ARGIS-1 2004,STD-ARGIS_x002d_1-2004 1.277 0.366 83 46,0.246674048724404,0.368612074642891,129,Neurology,efficacy,DICH,1,1,no,2004.0,Dead or dependent at end of follow up (if > 1 month),Anticoagulant versus control in acute presumed ischaemic stroke,0.669196875776195,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative

the",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
49,CD000025,Denmark 2000,STD-Denmark-2000 0.934 0.216 14 17,-0.262364264467491,0.822753351207442,31,Pregnancy & Childbirth,efficacy,DICH,1,9,no,2000.0,Other antihypertensive therapy,Magnesium chloride versus methyl dopa,-0.318885683154562,"neutral 
",neutral,neutral,neutral,1.0,i would classify this outcome,0.0,neutral. this,1.0,negative,0.0,"negative 
",1.0,1.0,0.0,neutral,negative,neutral,1.0
50,CD000025,India 2008,STD-India-2008 0.2 1.524 25 25,-1.69111594344837,1.57536309394497,50,Pregnancy & Childbirth,efficacy,DICH,1,6,no,2008.0,Eclampsia,Magnesium sulphate versus phenytoin,-1.07347693363409,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as e",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
51,CD000025,Magpie Trial 2002,STD-Magpie-Trial-2002 0.576 0.556 1297 1345,-0.554297995148075,0.559136484154963,2642,Pregnancy & Childbirth,efficacy,DICH,1,1,no,2002.0,Maternal death,Magnesium sulphate versus none/placebo (subgroups by severity of pre-eclampsia),-0.99134649742236,"negative 
",negative,negative,negative.,1.0,negative,1.0,negative,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
52,CD000025,Mexico 1992,STD-Mexico-1992 3 1.602 19 19,1.15125602215353,1.66493326352823,38,Pregnancy & Childbirth,efficacy,DICH,1,7,no,1992.0,Eclampsia,Magnesium sulphate versus diazepam,0.69147277393801,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as e",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
53,CD000025,Nimodipine SG 2003,STD-Nimodipine-SG-2003 0.329 0.434 831 819,-1.13067422112777,0.439252678467964,1650,Pregnancy & Childbirth,efficacy,DICH,1,8,no,2003.0,Eclampsia,Magnesium sulphate versus nimodipine,-2.57408611615384,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as e",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
54,CD000026,Benhamou 1991a,STD-Benhamou-1991a 0.984 0.684 63 62,-0.0170944333593002,0.730883391419396,125,Oncology,efficacy,DICH,1,1,no,1991.0,Death,Antifungals versus placebo or no treatment,-0.0233887287082859,"negative 
",negative,negative,negative.,1.0,negative,1.0,this is considered a negative,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
55,CD000027,Read 1977,STD-Read-1977 0.045 0.72 15 15,-4.51085950651685,1.28388147753274,30,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1977.0,Failure to obtain relief,Antihistamines versus aspirin for itching in late pregnancy,-3.5134547740228,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative, as it",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
56,CD000028,Carter 1970,STD-Carter-1970 0.919 0.412 22 26,-0.1261512853269,0.616001988671047,48,Heart & Hypertension,efficacy,DICH,1,1,no,1970.0,Total mortality,Antihypertensive drug therapy vs control in adults 60 years or older,-0.204790386471084,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as higher",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
57,CD000029,CAST 1997,STD-CAST-1997 0.95 0.03 10554 10552,-0.0508720416143071,0.0299284077992531,21106,Neurology,efficacy,DICH,1,1,no,1997.0,Death or dependence at end of follow-up,Antiplatelet drug versus control in acute presumed ischaemic stroke,-1.6997911133641,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
58,CD000031,Ahluwalia 2002,STD-Ahluwalia-2002 1.947 0.27 300 300,0.732679570633765,0.294990857831945,600,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,2002.0,Bupropion versus placebo/control. Subgroups by length of follow-up,Bupropion. Abstinence at 6m or greater follow-up,2.48373653345952,"neutral 
",neutral,neutral,based on the study's,0.0,positive.,0.0,neutral. the,1.0,negative,0.0,"positive 
",1.0,1.0,0.0,neutral,positive,neutral,1.0
59,CD000031,Berlin 1995,STD-Berlin-1995 1.571 0.434 44 44,0.566395474920802,0.53953340127956,88,Psychiatry & Mental Health,efficacy,DICH,1,6,yes,1995.0,MAOIs versus placebo,Monoamine oxidase inhibitors (MAOIs) versus placebo. Abstinence at 6m or greater follow-up,1.04978760087426,"neutral 
",neutral,neutral,based on the study outcome,0.0,positive,0.0,neutral. the,1.0,negative,0.0,"neutral. 
",1.0,1.0,1.0,neutral,neutral,neutral,1.0
60,CD000031,Cinciripini 2005,STD-Cinciripini-2005 1.223 0.327 71 76,0.253332592437143,0.410169991428498,147,Psychiatry & Mental Health,efficacy,DICH,1,7,yes,1999.0,Venlafaxine versus placebo,Venlafaxine versus placebo. Abstinence at 6m or greater follow-up,0.617628294929287,"neutral 
",neutral,neutral,based on the study's,0.0,positive,0.0,"neutral

",1.0,negative,0.0,"neutral. 
 ",1.0,1.0,1.0,neutral,neutral,positive,0.0
61,CD000031,Covey 2002,STD-Covey-2002 0.706 0.431 68 66,-0.405465108108164,0.500757002704481,134,Psychiatry & Mental Health,efficacy,DICH,1,5,yes,2000.0,SSRI versus placebo/control,Selective Serotonin Reuptake Inhibitors (SSRIs) versus placebo. Abstinence at 6m or greater follow-up.,-0.80970431949695,"neutral 
",neutral,neutral,based on the study outcome,0.0,positive,0.0,neutral. the,1.0,negative,0.0,"neutral. 
",1.0,1.0,1.0,neutral,neutral,neutral,1.0
62,CD000031,Da Costa 2002,STD-Da-Costa-2002 3.912 0.542 68 76,1.54044504094715,0.594841137477881,144,Psychiatry & Mental Health,efficacy,DICH,1,2,yes,2002.0,Nortriptyline versus placebo,Nortriptyline. Abstinence at 6m or greater follow-up,2.58967469445475,"neutral 
",neutral,neutral,based on the study design,0.0,positive,0.0,neutral. the,1.0,negative,0.0,"neutral. 
",1.0,1.0,1.0,neutral,neutral,neutral,1.0
63,CD000031,Parsons 2009,STD-Parsons-2009 0.507 0.687 71 72,-0.723000143709626,0.727913042543171,143,Psychiatry & Mental Health,efficacy,DICH,1,8,yes,2009.0,St John's wort versus placebo,St John's wort versus placebo. Abstinence at 6m or greater follow-up,-0.993250706408034,"neutral 
",neutral,neutral,neutral.,1.0,positive,0.0,"neutral

",1.0,negative,0.0,"neutral 
",1.0,1.0,1.0,neutral,neutral,neutral,1.0
64,CD000031,Sood 2012,STD-Sood-2012 0.7 0.553 80 40,-0.398639143037764,0.620586175777029,120,Psychiatry & Mental Health,efficacy,DICH,1,9,yes,2012.0,SAMe versus placebo,SAMe versus placebo. Abstinence at 6m or greater follow-up,-0.642359044718701,"neutral 
",neutral,neutral,based on the study's,0.0,positive,0.0,neutral. the,1.0,negative,0.0,"neutral 
",1.0,1.0,1.0,neutral,neutral,neutral,1.0
65,CD000032,Ceesay 1997,STD-Ceesay-1997 0.418 0.429 652 545,-0.889857474806,0.436970427145016,1197,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1997.0,Stillbirth,Balanced protein/energy supplementation versus control or no intervention in pregnancy,-2.03642493754088,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as still",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
66,CD000032,Kafatos 1989,STD-Kafatos-1989 0.373 0.831 223 208,-1.00124745435012,0.842289139934864,431,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Stillbirth,Nutritional education during pregnancy versus no nutritional education (or normal care),-1.1887217902721,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, as still",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
67,CD000033,Bohn 1989,STD-Bohn-1989 1 0.365 41 41,0.0,0.498482545817653,82,Emergency & Trauma,efficacy,DICH,1,1,yes,1989.0,Death at the end of follow-up,Barbiturate vs no barbiturate,0.0,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
68,CD000033,Pérez-Bárcena 2008,STD-P_x00e9_rez_x002d_B_x00e1_rcena-2008 1.778 0.28 21 21,1.45083288225746,0.675976659689108,42,Emergency & Trauma,efficacy,DICH,1,3,no,2008.0,Death at the end of follow-up (6 months),Pentobarbital vs Thiopental,2.14627659322545,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative

the",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
69,CD000033,Schwartz 1984,STD-Schwartz-1984 0.8 0.414 15 14,-0.405465108108164,0.750661084306402,29,Emergency & Trauma,efficacy,DICH,1,2,yes,1984.0,Death at the end of follow-up (1 year),Barbiturate vs Mannitol,-0.540144036483265,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
70,CD000034,Laurin 1987,STD-Laurin-1987 0.43 0.551 49 58,-0.968115799738741,0.620006378092995,107,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Operative delivery for fetal distress,Bed rest in hospital versus ambulatory management,-1.56146103321784,"negative 
",negative,negative,negative,1.0,negative.,1.0,negative. operative,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,positive,0.0
71,CD000035,Kulier 1997,STD-Kulier-1997 0.427 0.366 13 10,-2.66722820658196,1.19837853414984,23,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1997.0,No improvement in fetal heart rate abnormality,Tocolytics versus no treatment,-2.22569758267087,"negative 
",negative,negative,negative.,1.0,negative,1.0,"negative

in",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
72,CD000035,Magann 1993,STD-Magann-1993 0.286 0.746 23 23,-1.52469668397901,0.867742006863901,46,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1993.0,No improvement in fetal heart rate abnormality,Terbutaline versus Magnesium sulphate,-1.75708525335705,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"negative, because it",1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,neutral,0.0
73,CD000036,Cabero 1988,STD-Cabero-1988 1.171 0.228 44 54,0.283721671235684,0.409636245885491,98,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1988.0,Low birthweight for gestational age,Ritodrine versus control,0.692618570952814,"negative 
",negative,negative,negative.,1.0,negative,1.0,negative,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
74,CD000037,Campbell 1978,STD-Campbell-1978 1.833 0.298 50 50,0.911517453121497,0.436827144275454,100,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1978.0,Forceps delivery,Prophylactic tocolytics in 2nd stage of labour,2.08667768261835,"negative 
",negative,negative,negative.,1.0,negative.,1.0,"the outcome ""forceps",0.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
75,CD000038,Alfirevic 1995,STD-Alfirevic-1995 3.041 1.625 72 73,1.12620024518694,1.64141954503702,145,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1995.0,Perinatal deaths including major malformations,Biophysical profile versus conventional fetal monitoring (CTG),0.686113582960617,"negative 
",negative,negative,negative.,1.0,negative.,1.0,negative. perin,1.0,negative,1.0,"negative 
",1.0,1.0,1.0,negative,negative,negative,1.0
