id,study_name,effect_key,b,s,n,specialty,outcome_group,outcome_flag,outcome_nr,comparison_nr,RCT,study_year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama3-70b-8192,llama-3_1-70b-versatile,mixtral-8x7b-32768,gemma-7b-it,human_response,MV,llama3-8b-8192_cleaned,llama3-70b-8192_cleaned,llama-3_1-70b-versatile_cleaned,mixtral-8x7b-32768_cleaned,gemma-7b-it_cleaned,MV_cleaned,gold_answer_GPT4_cleaned,gemini-1_5-flash-002,gemini-1_5-flash-002_tokens,gemini-1_5-flash-002_logprobs,gemini-1_5-pro-002,gemini-1_5-flash-002_cleaned,gemini-1_5-pro-002_cleaned,meta-llama_Llama-3_2-1B-Instruct,meta-llama_Llama-3_2-1B-Instruct_cleaned,meta-llama_Llama-3_2-3B-Instruct,meta-llama_Llama-3_2-3B-Instruct_cleaned,meta-llama_Llama-3_2-1B-Instruct_probs,meta-llama_Llama-3_2-3B-Instruct_probs,microsoft_Phi-3_5-mini-instruct,google_gemma-2-2b-it,microsoft_Phi-3_5-mini-instruct_cleaned,google_gemma-2-2b-it_cleaned,microsoft_Phi-3_5-mini-instruct_probs,google_gemma-2-2b-it_probs,ibm-granite_granite-3_0-3b-a800m-instruct,ibm-granite_granite-3_0-2b-instruct,ibm-granite_granite-3_0-3b-a800m-instruct_cleaned,ibm-granite_granite-3_0-2b-instruct_cleaned,Qwen_Qwen2_5-3B-Instruct,Qwen_Qwen2_5-3B-Instruct_cleaned,ibm-granite_granite-3_0-3b-a800m-instruct_probs,ibm-granite_granite-3_0-2b-instruct_probs,Qwen_Qwen2_5-3B-Instruct_probs,label,question,question_id,user,status
CD000112,Johnson 1991,STD-Johnson-1991 0.396 0.663 17 20,-0.965080896043587,0.688626422094265,37,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1991.0,Live birth rate,Trophoblast membrane immunization versus placebo,-1.40145783704982,positive,positive,positive,positive,positive,"positive.

a live",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.999931812914845,"positive
",pos,pos,positive.,pos,positive,pos,0.6146610737056079,0.5330257113921668, positive,"positive 
",pos,pos,0.9688497194645022,0.8821360157701454,positive,positive,pos,pos,positive,pos,0.3341970422014599,0.7535205346780953,0.9984012218245056,,"In a medical study on 'Trophoblast membrane immunization versus placebo', the outcome is 'Live birth rate'.",Q188,empty,available
CD000114,Barkai 1989,STD-Barkai-1989 2.231 0.296 84 84,1.05769316433378,0.379041106963134,168,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1989.0,Failure to obtain sample greater than 5 mg,Portex cannula compared with silver cannula (transcervical),2.79044447924919,negative,negative,negative,negative.,"negative, as it indicates","negative.

a failure",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9889749760050592,"negative
",neg,neg,negative.,neg,negative,neg,0.547407439926323,0.9113596451083292, negative,"negative 
",neg,neg,0.9808746816262268,0.580817359316392,negative. the,negative,neg,neg,negative,neg,0.4291076236072819,0.9915356788853642,0.9977245962736536,,"In a medical study on 'Portex cannula compared with silver cannula (transcervical)', the outcome is 'Failure to obtain sample greater than 5 mg'.",Q189,empty,available
CD000114,Battagliarin 2009,STD-Battagliarin-2009 1.02 0.324 99 101,0.0238106486937188,0.385762749178089,200,Pregnancy & Childbirth,efficacy,DICH,1,7,no,2009.0,Failure to obtain sample > 5 mg on first attempt,Standard syringe with hand-grip device compared with vacutainer needle techniques (transabdominal),0.0617235561091632,negative,negative,negative,negative.,negative,"negative.

a failure",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9690452660427884,"negative
",neg,neg,negative.,neg,negative.,neg,0.5221610569057945,0.9294155218238848, negative,"negative 
",neg,neg,0.9840920166533054,0.5531009066490882,negative. this,negative,neg,neg,negative,neg,0.3431015363364048,0.9904662140041564,0.9974616986325036,,"In a medical study on 'Standard syringe with hand-grip device compared with vacutainer needle techniques (transabdominal)', the outcome is 'Failure to obtain sample > 5 mg on first attempt'.",Q190,empty,available
CD000114,Buyukkurt 2010,STD-Buyukkurt-2010 2.735 0.474 43 42,1.27324149983891,0.577008108328027,85,Pregnancy & Childbirth,efficacy,DICH,1,8,no,2010.0,Failure to obtain sample > 5 mg on first attempt,Standard syringe compared with fixed piston syringe needle techniques (transabdominal),2.20662670326822,negative,negative,negative,negative.,negative,"negative.

a failure",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.981942198851546,"negative
",neg,neg,negative.,neg,negative,neg,0.5214408024838891,0.9204234821924075, negative,"negative 
",neg,neg,0.9755751722803506,0.5643896159752182,negative. this,negative,neg,neg,negative,neg,0.379264871106967,0.9908037216373624,0.997270188516318,,"In a medical study on 'Standard syringe compared with fixed piston syringe needle techniques (transabdominal)', the outcome is 'Failure to obtain sample > 5 mg on first attempt'.",Q191,empty,available
CD000114,Chalkiadakis 1993,STD-Chalkiadakis-1993 0.111 1.438 12 12,-2.5828870581482,1.55559290337985,24,Pregnancy & Childbirth,efficacy,DICH,1,6,no,1993.0,First insertion failed,Flexible catheter compared with catheter with a stiff guided probe (transcervical),-1.6603875297556,negative,negative,negative,negative.,negative,"negative.

first insertion",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9964889875692354,"negative
",neg,neg,negative.,neg,negative,neg,0.5479876777619929,0.9263161639009464, negative,"negative 
",neg,neg,0.9883081070702148,0.5464266727866499,negative. the,negative,neg,neg,negative,neg,0.3692168896418728,0.9957177032448052,0.984306565023823,,"In a medical study on 'Flexible catheter compared with catheter with a stiff guided probe (transcervical)', the outcome is 'First insertion failed'.",Q192,empty,available
CD000114,MacKenzie 1986,STD-MacKenzie-1986 1.87 0.321 35 31,1.06566813294876,0.521245849396448,66,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1986.0,Difficult insertion,Portex cannula compared with malleable cannula (transcervical),2.04446353708657,negative,negative,negative,negative.,negative,"negative.

difficult insertion",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9964616624221702,"negative
",neg,neg,negative.,neg,negative,neg,0.6661904844040656,0.8920547345690368, negative,"negative 
",neg,neg,0.9914207191716552,0.5269699107754607,negative. the,negative,neg,neg,negative,neg,0.4510510716288464,0.955875657043646,0.9914196647265048,,"In a medical study on 'Portex cannula compared with malleable cannula (transcervical)', the outcome is 'Difficult insertion'.",Q193,empty,available
CD000114,Pons 1989,STD-Pons-1989 5.333 0.406 60 60,2.33075596996074,0.502144870430308,120,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Failure to obtain sample > 5 mg,Aspiration cannula compared with biopsy forceps (transcervical),4.64160067584365,negative,negative,negative,negative.,negative,"negative.

a failure",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9970401315734108,"negative
",neg,neg,negative.,neg,negative,neg,0.5534612915685702,0.8896565401882771, negative,"negative 
",neg,neg,0.9755749469537316,0.5111767087209838,negative. the,negative,neg,neg,negative,neg,0.3699794938823532,0.9906302011424428,0.996837516320904,,"In a medical study on 'Aspiration cannula compared with biopsy forceps (transcervical)', the outcome is 'Failure to obtain sample > 5 mg'.",Q194,empty,available
CD000115,Boyer 1986,STD-Boyer-1986 0.138 0.342 85 79,-2.28968168815814,0.434313295476939,164,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1983.0,Infant colonisation with Group B strep,Intrapartum antibiotics for Group B streptococcal colonisation,-5.27195854237835,negative,negative,negative,negative.,"negative, as infant","negative.

infant colon",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9963214058662936,"negative
",neg,neg,negative.,neg,negative,neg,0.4499164595492359,0.8111793067036712, negative,"negative 
",neg,neg,0.9668510990441423,0.6801828502463229,positive.,positive,pos,pos,negative,neg,0.3291825319313419,0.76418648522425,0.9116175446508414,,"In a medical study on 'Intrapartum antibiotics for Group B streptococcal colonisation', the outcome is 'Infant colonisation with Group B strep'.",Q195,empty,available
CD000116,Amer-Wahlin 2001,STD-Amer_x002d_Wahlin-2001 0.919 0.092 2519 2447,-0.0926274659089659,0.100741924666464,4966,Pregnancy & Childbirth,efficacy,DICH,1,1,no,2001.0,Caesarean section,Fetal ECG plus CTG versus CTG alone,-0.919453010408887,negative,negative,negative,neutral.,negative,"negative.

a caes",neg,negative,neg,neg,neu,neg,neg,neg,neg,"negative
",negative,0.997468316529763,"neutral
",neg,neu,negative.,neg,negative,neg,0.437795578259005,0.6842001005713546, negative,"negative 
",neg,neg,0.8641027994545538,0.7935083826791018,positive.,positive,pos,pos,negative,neg,0.4121661652597037,0.7578088210902069,0.9737469552546772,,"In a medical study on 'Fetal ECG plus CTG versus CTG alone', the outcome is 'Caesarean section'.",Q196,empty,available
CD000117,Burma 1976,STD-Burma-1976 0.055 0.616 30 25,-4.34267547823064,1.47942858030606,55,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1976.0,Low pre delivery haemoglobin,Routine iron versus no iron or placebo in pregnancy,-2.93537351923553,negative,negative,negative,negative.,negative,"negative.

low pre",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9987934426763122,"negative
",neg,neg,negative.,neg,negative,neg,0.5219089263106604,0.9529751972051638, negative,"negative 
",neg,neg,0.9971978725938258,0.7535620132742069,negative.,negative,neg,neg,negative,neg,0.5162521385643122,0.993195423098144,0.9998361140890488,,"In a medical study on 'Routine iron versus no iron or placebo in pregnancy', the outcome is 'Low pre delivery haemoglobin'.",Q197,empty,available
CD000117,Finland 1991,STD-Finland-1991 1.357 0.138 1358 1336,0.307574780664184,0.139295564668137,2694,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1991.0,Caesarean section,Selective versus routine iron in pregnancy,2.20807303805374,negative,negative,negative,negative.,negative,"negative.

caes",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9979493526561224,"negative
",neg,neg,negative.,neg,negative,neg,0.5080548191552481,0.9201705710746324, negative,"negative 
",neg,neg,0.8663247631098298,0.7319321802165119,the outcome ',negative,neg,neg,negative,neg,0.4119474540144248,0.9608090937070614,0.9957721921215246,,"In a medical study on 'Selective versus routine iron in pregnancy', the outcome is 'Caesarean section'.",Q198,empty,available
CD000118,Mardones 1988,STD-Mardones-1988 1.61 0.147 391 391,0.479798026838023,0.148510276741171,782,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1988.0,SGA birth,Isocaloric balanced protein supplementation in pregnancy,3.2307395647389,negative,negative,negative,negative.,negative,"negative.

sga",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9956682701235468,"negative
",neg,neg,negative.,neg,negative,neg,0.3912655485156834,0.8967325110562324, negative,"negative 
",neg,neg,0.9923646224384328,0.5540376760153335,negative. s,negative,neg,neg,negative,neg,0.3493514825748756,0.987064834372199,0.999447651013234,,"In a medical study on 'Isocaloric balanced protein supplementation in pregnancy', the outcome is 'SGA birth'.",Q199,empty,available
CD000120,Crawford 1972,STD-Crawford-1972 0.528 0.509 61 86,-0.690403694614195,0.555408723299523,147,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1972.0,low Apgar score (as defined by authors),Lateral tilt vs supine position for Caesarean,-1.24305518738112,negative,negative,negative,negative.,negative,"negative.

a low",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9969242595112252,"negative
",neg,neg,negative.,neg,negative.,neg,0.6621636805808279,0.9354733030061144, negative,"negative 
",neg,neg,0.9971957388782434,0.607262438587839,negative.,negative,neg,neg,negative,neg,0.4313520574371551,0.9782781541039846,0.9995139816437812,,"In a medical study on 'Lateral tilt vs supine position for Caesarean', the outcome is 'low Apgar score (as defined by authors)'.",Q200,empty,available
CD000121,Dahle 1995,STD-Dahle-1995 0.18 0.611 34 35,-2.06576143777575,0.815285460487115,69,Pregnancy & Childbirth,efficacy,DICH,1,5,no,1995.0,women with persisting leg cramps,Magnesium versus placebo,-2.53378913017964,negative,negative,negative,negative.,"positive, as it","negative.

leg cramps",neg,negative,neg,neg,neg,pos,neg,neg,neg,"negative
",negative,0.9949391544498948,"negative
",neg,neg,positive.,pos,negative,neg,0.4214567528460013,0.8156300313660287, neutral,"positive 
",neu,pos,0.8314011398573198,0.6514094096483221,positive.,positive,pos,pos,neutral,neu,0.3406180677185859,0.73566817599902,0.8857703103925286,,"In a medical study on 'Magnesium versus placebo', the outcome is 'women with persisting leg cramps'.",Q201,empty,available
CD000121,Hammar 1981,STD-Hammar-1981 0.051 0.611 21 21,-4.04305126783455,0.970319776071918,42,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1981.0,Women with persisting leg cramps,Calcium versus placebo or no treatment,-4.16672046425949,negative,negative,negative,negative.,"negative, as leg cr","negative.

leg cramps",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9986954586548203,"negative
",neg,neg,negative.,neg,negative,neg,0.4885574145086293,0.8925915070433494, negative,"negative 
",neg,neg,0.6698087236638469,0.6511802928405989,the outcome ',negative.,neg,neg,negative,neg,0.2674942629464301,0.7457438014058118,0.7960785047858743,,"In a medical study on 'Calcium versus placebo or no treatment', the outcome is 'Women with persisting leg cramps'.",Q202,empty,available
CD000121,Thauvin 1992,STD-Thauvin-1992 0.226 0.764 11 18,-1.72722094809048,0.914391114956347,29,Pregnancy & Childbirth,efficacy,DICH,1,4,no,1992.0,women with persisting leg cramps,Multivitamin and mineral supplements versus placebo,-1.8889301523593,negative,negative,negative,negative.,neutral,"negative.

leg cramps",neg,negative,neg,neg,neg,neu,neg,neg,neg,"negative
",negative,0.9775406346619252,"negative
",neg,neg,positive.,pos,negative,neg,0.4315244813695791,0.9015655911193432, negative,"negative 
",neg,neg,0.6112529072052209,0.5172255117546415,the outcome ',negative,neg,neg,neutral,neu,0.3095997758873116,0.6279066870094727,0.6359505415172663,,"In a medical study on 'Multivitamin and mineral supplements versus placebo', the outcome is 'women with persisting leg cramps'.",Q203,empty,available
CD000122,Braz 2006,STD-Braz-2006 1.002 0.157 95 93,0.0031868909285189,0.292559275734023,188,Neonatal,efficacy,DICH,1,1,yes,1997.0,"Acute ROP, all infants < 2001 g birth weight",Reduced light versus controls,0.0108931460830394,negative,negative,negative,negative.,"negative, since acute","negative.

acute r",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.997110053458395,"negative
",neg,neg,negative.,neg,negative,neg,0.5930417713149825,0.9501526570593384, negative,"negative 
",neg,neg,0.9956582573219414,0.6036858236112311,negative.,negative,neg,neg,negative,neg,0.2724206211860114,0.9639849902907176,0.9990826922849118,,"In a medical study on 'Reduced light versus controls', the outcome is 'Acute ROP, all infants < 2001 g birth weight'.",Q204,empty,available
CD000123,Castano 1999,STD-Castano-1999 0.187 1.57 31 31,-1.67503519491991,1.57023703205305,62,Heart & Hypertension,efficacy,DICH,1,1,no,1999.0,All-cause mortality,Any lipid-lowering regimen vs control: all trials,-1.06674034602906,negative,negative,negative,negative.,negative. a lower all,"negative.

all-",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9481547724261624,"negative
",neg,neg,negative.,neg,negative.,neg,0.5099669888207438,0.6938438265755528, negative,"negative 
",neg,neg,0.7769481340429605,0.6676637309478661,positive,negative,pos,neg,negative,neg,0.2451151453464852,0.8273269502514793,0.9994927834293588,,"In a medical study on 'Any lipid-lowering regimen vs control: all trials', the outcome is 'All-cause mortality'.",Q205,empty,available
CD000126,Forssell 1989,STD-Forssell-1989 1.973 0.836 56 55,0.71219537553064,0.887749229095171,111,Neurology,efficacy,DICH,1,1,yes,1989.0,Any stroke within 30 days of operation,Local versus general anaesthetic: randomised trials,0.802248373965401,negative,negative,negative,negative.,negative,"negative.

a stroke",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9987356485666372,"negative
",neg,neg,negative.,neg,negative.,neg,0.5922041905277746,0.9357740502511672, negative,"negative 
",neg,neg,0.9902845111396802,0.5890011082436285,positive.,negative,pos,neg,negative,neg,0.3987316857391955,0.7727762874071673,0.9987738878845434,,"In a medical study on 'Local versus general anaesthetic: randomised trials', the outcome is 'Any stroke within 30 days of operation'.",Q206,empty,available
CD000127,Bangladesh 1998,STD-Bangladesh-1998 0.429 0.675 100 100,-0.889409345737331,0.70516128843906,200,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1998.0,Maternal death,Magnesium sulphate versus diazepam,-1.26128498588759,negative,negative,negative,negative.,negative,"negative.

maternal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9972846882458376,"negative
",neg,neg,negative.,neg,negative,neg,0.7605127025546636,0.8051368450149878, negative,"negative 
",neg,neg,0.9769139852143964,0.5859563637098578,negative.,negative,neg,neg,negative,neg,0.4973373030262357,0.9050609406249488,0.9996691844880348,,"In a medical study on 'Magnesium sulphate versus diazepam', the outcome is 'Maternal death'.",Q207,empty,available
CD000128,Brazil 2003,STD-Brazil-2003 0.254 1.616 41 31,-1.4065790322914,1.65031813219595,72,Pregnancy & Childbirth,efficacy,DICH,1,4,no,2003.0,Pulmonary oedema,Magnesium sulphate vs phenytoin (subgroup by IV or IM magnesium maintenance),-0.852307809537164,negative,negative,negative,negative.,negative,"negative.

pulmonary",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.998812114395334,"negative
",neg,neg,negative.,neg,negative.,neg,0.6576102540021428,0.891145555480007, negative,"negative 
",neg,neg,0.9902815884566716,0.5213185780151596,the outcome ',negative,neg,neg,negative,neg,0.393421639469263,0.9384789280289316,0.9997976235963072,,"In a medical study on 'Magnesium sulphate vs phenytoin (subgroup by IV or IM magnesium maintenance)', the outcome is 'Pulmonary oedema'.",Q208,empty,available
CD000128,Collab Trial 1995,STD-Collab-Trial-1995 0.499 0.381 388 387,-0.722679528124963,0.394170392452084,775,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1995.0,Maternal death,Magnesium sulphate versus phenytoin,-1.8334191049441,negative,negative,negative,negative.,negative,"negative.

maternal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.994614591188899,"negative
",neg,neg,negative.,neg,negative,neg,0.7693395065921843,0.8077009883916798, negative,"negative 
",neg,neg,0.980785801058958,0.6683939462381219,negative.,negative,neg,neg,negative,neg,0.450235213320123,0.9032824507715944,0.9996283244068774,,"In a medical study on 'Magnesium sulphate versus phenytoin', the outcome is 'Maternal death'.",Q209,empty,available
CD000129,CS Burkina Faso 1988,STD-CS-Burkina-Faso-1988 1.77 0.478 35 35,0.583251509736728,0.486576517461481,70,Infectious Diseases,efficacy,DICH,1,2,no,1988.0,New malaria infection,CS-NANP vaccine versus placebo,1.19868404825537,negative,negative,negative,negative.,negative,"negative.

new malaria",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9985673029916744,"negative
",neg,neg,negative.,neg,negative,neg,0.6361387707022835,0.7482340269162002, negative,"negative 
",neg,neg,0.9283728409808478,0.6920817454313525,positive.,negative.,pos,neg,negative,neg,0.3376935842393531,0.7581153768234323,0.9991987216687592,,"In a medical study on 'CS-NANP vaccine versus placebo', the outcome is 'New malaria infection'.",Q210,empty,available
CD000129,MSP/RESA PNG 1998,STD-MSP_x002f_RESA-PNG-1998 2.506 0.512 30 30,0.952008814476234,0.531441020947149,60,Infectious Diseases,efficacy,DICH,1,4,no,1998.0,Clinical malaria episodes,MSP/RESA vaccine versus placebo,1.7913724702311,negative,negative,negative,negative.,"negative, because clinical","negative.

clinical malaria",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9985895313472398,"negative
",neg,neg,negative.,neg,negative,neg,0.559503717874055,0.7840397212543889, negative,"negative 
",neg,neg,0.5932776250045511,0.7434522974908474,positive.,negative.,pos,neg,negative,neg,0.4971998053145713,0.7631083940542108,0.9999326512895288,,"In a medical study on 'MSP/RESA vaccine versus placebo', the outcome is 'Clinical malaria episodes'.",Q211,empty,available
CD000129,"RTS,S Gambia 1998",STD-RTS_x002c_S-Gambia-1998 0.791 0.264 131 119,-0.236038839299943,0.265493323180398,250,Infectious Diseases,efficacy,DICH,1,3,no,1998.0,New malaria infection (P. falciparum),"RTS,S vaccine versus placebo",-0.889057534375577,negative,negative,negative,negative.,"negative, as new mal","negative.

new malaria",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99867500827769,"negative
",neg,neg,negative.,neg,negative,neg,0.6375094407820355,0.7727700231289274, negative,"negative 
",neg,neg,0.8438976101035475,0.8648530954942828,positive.,negative.,pos,neg,negative,neg,0.4501531291432261,0.4887063875059544,0.9998175238758824,,"In a medical study on 'RTS,S vaccine versus placebo', the outcome is 'New malaria infection (P. falciparum)'.",Q212,empty,available
CD000129,SPf66 Brazil 1991,STD-SPf66-Brazil-1991 0.862 0.188 269 271,-0.14886143139567,0.188362129568222,540,Infectious Diseases,efficacy,DICH,1,1,no,1991.0,New malaria infection (P. falciparum),SPf66 vaccine versus placebo,-0.79029384376202,negative,negative,negative,negative.,"negative, as new mal","negative.

new malaria",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9998391125037815,"negative
",neg,neg,negative.,neg,negative,neg,0.5963427462261824,0.7447471701500847, negative,"negative 
",neg,neg,0.8980308880782591,0.8661986360597326,positive.,negative.,pos,neg,negative,neg,0.4637782209752873,0.7883647745571788,0.9997990535283232,,"In a medical study on 'SPf66 vaccine versus placebo', the outcome is 'New malaria infection (P. falciparum)'.",Q213,empty,available
CD000132,Chandra 1986,STD-Chandra-1986 0.399 0.564 35 36,-0.970778917158225,0.603524998854583,71,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1986.0,Incidence of atopic eczema in first 12-18 months,Maternal antigen avoidance during lactation in women at high risk for atopic offspring,-1.60851484031423,negative,negative,negative,negative.,"negative, because at","negative.

a higher",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9953178024235771,"negative
",neg,neg,negative.,neg,negative,neg,0.4471913582185552,0.6633878658812766, negative,"negative 
",neg,neg,0.6075585731869582,0.7124948591508168,neutral. the,negative,neu,neg,negative,neg,0.3540079824655683,0.5003695651471265,0.9936196425630917,,"In a medical study on 'Maternal antigen avoidance during lactation in women at high risk for atopic offspring', the outcome is 'Incidence of atopic eczema in first 12-18 months'.",Q214,empty,available
CD000133,Falth-Magnusson 1987,STD-Falth_x002d_Magnusson-1987 1.31 0.263 76 95,0.361601062274788,0.353702735507693,171,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Atopic eczema in first 12-18 months,Maternal antigen avoidance in pregnancy in women at high risk for atopic offspring,1.02233040905312,negative,negative,negative,negative.,negative,"negative.

atopic",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9991573288069548,"negative
",neg,neg,negative.,neg,negative,neg,0.417951885755368,0.8888192895663666, negative,"negative 
",neg,neg,0.9706435168465742,0.5793258999406422,the outcome ',positive,neg,pos,negative,neg,0.2743978294379877,0.8942896781487192,0.9994325283456534,,"In a medical study on 'Maternal antigen avoidance in pregnancy in women at high risk for atopic offspring', the outcome is 'Atopic eczema in first 12-18 months'.",Q215,empty,available
CD000133,Lovegrove 1994,STD-Lovegrove-1994 0.729 0.413 12 14,-0.624154309072994,0.796570028009973,26,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1994.0,Incidence of atopic eczema in first 18 months,Maternal antigen avoidance during lactation in women at high risk for atopic offspring,-0.783552339563018,negative,negative,negative,negative.,"negative, because at","negative.

a higher",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9858279662718472,"negative
",neg,neg,negative.,neg,negative,neg,0.4617510449796281,0.670573539352654, negative,"negative 
",neg,neg,0.6592309705444999,0.6498207813888217,neutral. the,positive,neu,pos,negative,neg,0.4486228151260885,0.4193958751158607,0.9904542850360746,,"In a medical study on 'Maternal antigen avoidance during lactation in women at high risk for atopic offspring', the outcome is 'Incidence of atopic eczema in first 18 months'.",Q216,empty,available
CD000135,New Guinea 1971,STD-New-Guinea-1971 0.73 0.147 498 534,-0.373548629625477,0.173389555153407,1032,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1991.0,Death during infancy and early childhood,Iodine supplementation versus no supplementation,-2.15438945728294,negative,negative,negative,negative.,negative,"negative.

death during",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9966231649753536,"negative
",neg,neg,negative.,neg,negative.,neg,0.8161760062688197,0.7862936929067035, negative,"negative 
",neg,neg,0.9723743074157322,0.5341192072050032,negative.,negative,neg,neg,negative,neg,0.3612910499107994,0.918204202088549,0.9997407870116448,,"In a medical study on 'Iodine supplementation versus no supplementation', the outcome is 'Death during infancy and early childhood'.",Q217,empty,available
CD000136,Thorp 1995,STD-Thorp-1995 1.073 1.397 41 44,0.0723206615796261,1.43117288052614,85,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1995.0,Assisted vaginal delivery,Prophylactic maternal oxygen,0.0505324427004507,neutral,positive,positive,positive.,"neutral

","positive.

assisted vaginal",neg,negative,pos,pos,pos,neu,pos,neg,neu,"negative
",negative,0.9743793975300358,"negative
",neg,neg,positive.,pos,positive,pos,0.4647999367279875,0.35567329994884," neutral

","positive 
",neu,pos,0.6182862580110446,0.6295993541227604,positive. ass,positive,pos,pos,neutral,neu,0.3597612479441151,0.7134959380455668,0.9724675301228862,,"In a medical study on 'Prophylactic maternal oxygen', the outcome is 'Assisted vaginal delivery'.",Q218,empty,available
CD000137,Battaglia 1992,STD-Battaglia-1992 0.43 0.407 17 19,-1.64865862558738,0.72589467343622,36,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1992.0,Perinatal mortality,Maternal oxygen therapy versus no treatment,-2.27120915184982,negative,negative,negative,negative.,negative,"negative.

perinatal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9942692756065412,"negative
",neg,neg,negative.,neg,negative.,neg,0.4287172689923976,0.8672185048283859, negative,"negative 
",neg,neg,0.957838412095449,0.5618403135242415,the outcome ',negative,neg,neg,negative,neg,0.3362481071925244,0.9744754262910172,0.9999283603516352,,"In a medical study on 'Maternal oxygen therapy versus no treatment', the outcome is 'Perinatal mortality'.",Q219,empty,available
CD000138,Ohrt 1997,STD-Ohrt-1997 0.04 0.35 68 69,-6.09630219882355,1.44703012737714,137,Infectious Diseases,efficacy,DICH,1,1,no,1997.0,Smear positive malarial illness,Mefloquine versus placebo or no drug,-4.212975309556,negative,negative,negative,negative.,"negative, because being","positive.

smear",neg,negative,neg,neg,neg,neg,pos,neg,neg,"negative
",negative,0.996776932968174,"negative
",neg,neg,negative.,neg,negative,neg,0.5733818580296649,0.4094321202926586, negative,"positive 
",neg,pos,0.932488107386736,0.7348118825038598,positive.,positive,pos,pos,negative,neg,0.5851605283560556,0.7568230637860199,0.9987740068314034,,"In a medical study on 'Mefloquine versus placebo or no drug', the outcome is 'Smear positive malarial illness'.",Q220,empty,available
CD000139,Barrington 1993,STD-Barrington-1993 1.5 0.796 10 10,0.538996500732687,1.04937623195424,20,Neonatal,efficacy,DICH,1,1,yes,1993.0,Failed extubation,Methylxanthine vs control - all preterm infants,0.513635133253324,negative,negative,negative,negative.,negative,"negative.

failed ext",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9995955868370572,"negative
",neg,neg,negative.,neg,negative,neg,0.8185585895925009,0.9511426164996456, negative,"negative 
",neg,neg,0.9465641852998472,0.6683504231284767,negative.,negative,neg,neg,negative,neg,0.5267586590399469,0.9855818000202016,0.9992008640322412,,"In a medical study on 'Methylxanthine vs control - all preterm infants', the outcome is 'Failed extubation'.",Q221,empty,available
